comment,toxic
"Очень хотел себе м600, но мечта так и не сбылась
",0.0
"Хохлы никогда не меняются. Траву лигализует Украина, виновата в этом опять Россия.
",1.0
"Бывают более надёжные замки. Одна штука на ленту 35мм будет стоить рублей 250. А для защиты диска подходит кусок резины от камеры.
",0.0
"Вообще нет, у меня татарское ебало, а это типикал латыш или бульбаш
",1.0
"Гуру будет презиком Почему будет ? Он и так ещё тот гондон.
",1.0
"Ну Крым особый случай не имеющий отношения к рынку. Область под санкциями и предпринимателям частично компенсируют риски. В обычных случаях согласно рыночной теории государство не вмешивается в экономическую миграцию
",0.0
"Если пользователь нарушает правила, его нужно банить. Если модератор легитимный тред с обычной нейтральной шапкой превращает в флейм-тред, его нужно лишать модераторских полномочий.
",0.0
"Потому что все в кредитах, денег нет, а на родине они уже навыебывались как они живут как на Западе.
",0.0
"Это ж моя кошка! И пузико, и белое пятнышко на шее!
",1.0
"Честно, даже не скажу где были.Не помню, сам особо не шатаюсь по заведениям здесь,средства не шибко располагают) Я его и повел то только для того, чтобы он хоть пива нормального попробовал. Но увы)
",0.0
"Дык в каждом втором городе страны, по новостям, видимо, и видел
",0.0
"У меня был просто Smart. Тот, который по 400 р. мес., но у меня была скидка. Дело не в этом, а в следующем: мы будто о разных операторах говорим. Также имейте ввиду, последние пару лет МТСники активно привлекают в свои рекламные кампании т.н. звёзд , например, Нагиева, а подобные ему стоят дорого. P.S. Если бы всё в МТСе было так радужно, как пишете вы, я бы оттуда не ушла.
",0.0
"Восхитительный кадр! Спасибо!
",0.0
"Привык, что контрастный больше для немагнитных материалов используется. Магнитный черный порошок с коромыслом (yoke который) или UV-инспекция для намагничиваемых материалов. Тем более для сварных швов. Каппилярка не покажет возможные подповерхностные дефекты...
",0.0
"Может хватит шлюх рисовать?
",1.0
"Не знаю, бесплатная не сохраняла файл, а ломаная вроде одинакого по времени сохраняет.
",0.0
"Кроме того, в государстве, где не было полиэтиленовых пакетов, это изобретение было обречено на успех. Опять это передергивание. До середины 70-х годов почти нигде в мире не было полиэтиленовых пакетов, в том числе в США: они только появились в конце 60-х, если мне память не изменяет, в Дании. В США - в конце 70-х. Многие вспоминают выставки достижений заграничного хозяйства в 80-х, когда американцы и всякие немцы показывали удивлённым советским гражданам пакеты - так вот, они их потому и привозили, что это был продукт передовых технологий. СССР в вопросах пакетов отставал от Запада лет на 10-15.
",0.0
"Двачую, заебал сил нет. Нахуй изгнать обоссаными тряпками
",1.0
"Телятина, свинина, куриное мясо.При таком наборе без рыбы никуда.Барашков не хватает
",0.0
"37 маршрут на завод идёт, что там делала девушка?
",0.0
"Вчерась пацан лет 8 в магазине телефон сует продавцу что бы та считала карту магазина,та охуев от 10 Айфона спрашивает- это мамы телефон?! ,пацан говорит- нет,мой и удаляется с корешем в даль есть купленные печеньки, ещё и чеки взяли сорванцы,я конечно тоже в ахуе был...",0.0
"Зачем вообще на рабочем компе заходить в свои социальные сети? Смартфон использовать не проще?
",0.0
"По исследованиям чистка с пастой эффективнее чистки без пасты процентов на 15-20. Только иллюзия создается благодаря освежающим вкусам.
",0.0
"Ну паспортные данные они могут найти если постараются, я лет 5 назад стационарным телефоном пользовался, наверняка у них где-нибудь есть архив по старым клиентам.
",0.0
"Хорошее блюдо, но масло достаточно много уходит, поэтому иногда можно готовить но не часто
",0.0
"ну, нацики тоже не сильно выходу помогли, а свастика - символ древний, ведический. А вот эта вот медалька напичкана разной старой символикой
",1.0
"Это хуже! Это греко-хохляцкая семейка!
",1.0
"Занялась свинособака бесплатно сексом, так еще и недовольная. За секс надо платить. Хочешь дешевую раб.силу - получай издержки другого характера. Ато работать не хотят, за них все сделают за дешево мигранты.
",1.0
"ОП хуй такой неравнодушный, что это становится подозрительно. Что, чмош, уже стал объектом травли? Так нехуй было своим ебалом светить на весь харкач. В стародавние времена это называлось деанон, и многие сознательно скрывали свои данные в беседах или замыливали фотки, на которых засветились. Мода сорить фактами из своей личной жизн пошла из социалок, уверен на все сто процентов. Так что страдай, уёбина, или пиздуй нахой отсюдова в свои быдлоглазники или откуда ты там выползло.
",1.0
"Ты че, 2080 не могла подарить? Что за нищебродство... Я бы психанул.
",1.0
"Законодатели и дети законодателей слишком часто убивают людей своими машинами, так что изменений в законе в РФ не будет. Любой закон в нашей стране начинается с: кому это может быть выгодно? .
",0.0
"Я не дождался, надо было ехать в отпуск, я и оплатил на всякий. Не знаю куда уж там деньги пошли, но крыши в округе делают исправно.
",0.0
"Перевод оригинальной новости в первый раз был размещён на заблокированном на пикабу ресурсе, в связи с этим , скорее всего и не добавил никаких ссылок.
",0.0
"Первый результат в гугле:
",0.0
"Спать пора,первый час,завтра дел много, восемь дней дома не был, кот усиленно вылизывается ,к погуляшкам готовится, если ты мужик- с праздником тебя, а я спать
",1.0
"Ее блогинг это не только торговля пиздой, но еще и способ мотивации образовывать себя, читать книги, статьи. Вот это да, мотивация. Ведь до нее никто этим не занимался.
",0.0
"выискивают хохлов, живущих в рашке и по умолчанию присягнувших окупантам, и платят любые деньги чтобы пришли в студию, чтобы потом победно их выгнать, не осилив диалог
",1.0
"Если бог не наградил такой фигурой, то велосипед и плавание в течении пары лет может всё исправить. Правда заниматься надо интенсивно и систематически.
",0.0
"Несправедливый раздел Русские себе почти всё забрали АХАХАХ ТУПАЯ РУСНЯ МЫ ОБЪЯВЛЯЕМ НЕЗАВИСИМОСТЬ, А ЗА ДОЛГИ И ОБЯЗАТЕЛЬСТВА БУДЕТЕ ОТВЕЧАТЬ САМИ ЛАДНО, ТОГДА МЫ ЗАБИРАЕМ И ПРАВА ПО ЭТИМ ОБЯЗАТЕЛЬСТВАМ. АХАХА ТУПАЯ РУСНЯ БЕР Т ДОЛГИ, А МЫ БУДЕМ СВОБОДНЫМИ И ЧИСТЫМИ РУСНЯ НАС ОБОБРАЛА! РУСНЯ ВС ЗАБРАЛА! Какие же нацмены дегенераты, пиздец просто. Лживый урод, все ядерное оружие из республик свезли в квазигосударство рф .И почему такие границы, зачем к рф пристегнули столько нерусских земель? Вывезли всё ядерное оружие Что такое Беловежский Договор и зачем Украина отказалась от ядерного оружия Это так теперь называется принудительное изъятие ядерного арсенала? Настолько принудительное, что на Незалежной получали деньги от США за распил самолётов Белый Лебедь с записью на камеру. Нацмен, ты прежде чем срать, попробовал хотя бы изучить историю.
",1.0
"я никому минусы не ставлю здесь, а ты походу баклан подгорел и аж на все по единичке повесил?
",1.0
"Истинно так. Но мрии жидов вертят шариком несколько тысяч лет. Мрии хохлов же больше напоминают бредни душевнобольных. Тут я более доверяю иудеям. Они вызывают больше доверия, более ответственны и потенциальны. Мой выбор - жиды.",1.0
"Ну скандалы в критических ситуациях. Конечно до них лучше не доводить)
",0.0
"Мне тоже много кому не хочется давать деньги, но приходится. Благо, двощ совсем уж платным не становится.
",0.0
"потому и надо пиздить детей , чтоб были не слабаками!
",1.0
"Конечно нет, ни на директора, ни на учредителей
",0.0
"Вкратце:раньше чахотка была смертельным заболеванием и все заболевшие считались обреченными.Но со временем наука нашла выход и сейчас это хоть и тяжелая но обычная болезнь.Надеюсь так будет со всеми тяжелыми болезнями
",0.0
"Оставшимся процентом видимо
",0.0
"Никто не застрахован от ошибки раннего впечатления. Это же можно про ЛРК сказать. Тем не менее, высокая оценка явному трешу не может не вызывать вопросов.
",0.0
"Лучше в Норильск тогда, чем в диксон. И жильё дадут и зп неплохая, и даже, никогда не думал что это скажу, цены меньшие, и не такая дыра с социальной точки зрения и такая же дыра, если смотреть на климат.
",0.0
"ненене. этого мало. тут должен быть скрин с 2ча!
",1.0
"Калининград ,вернее Кенигсберг забыли?только не надо доказывать что это особый случай!
",0.0
"ПРИВЕЗЛИ НА ПРИ МКУ К АШОТУ ТЕПЕРЬ ТЫ ХОЗЯИН ЖЕЛЕЗНОЙ ГОРЫ
",1.0
"Сейчас и тройка в Калининграде не ездит.
",0.0
"Ну старше становятся, особенно после 18 и дети прям сами лезут в производителей.... Особенно мальчики... Прям в отдел выдачи у производителя лезут....
",0.0
"Дайте цуиь, где марголиус резал по пьяне жалюзи
",1.0
"Знаю, что тапками забросают, но никакого вреда от радара здесь я не вижу. Если, конечно, нигде ранее знака 40 нет. Дорога не широкая, зима, да и качестве не особо - смысла ехать больше 110 я не вижу.
",0.0
"Гаусс только первые пару лет предлагал действительно качественные лампы, но вскоре скатился до уровня остального хлама...
",0.0
"Если че - я лично с этим мнением полностью согласен. Могу сравнить Москву с некоторыми другими городами Европы и СНГ.
",0.0
"Тоже самое, даже в туалет лень идти, не говоря уже про работу и каких-то докторов
",0.0
"мне поебать на его финансы и кто он. Не пизди, шлюха. Выкладывай своё ебло, мы поржем.
",1.0
"Армия способствует держать лопаты и траву красить. После 10 класса нас возили на стрельбище, так вот там мы стреляли, хоть и 6 раз одиночными. А в армии никто из моих знакомых не стрелял, хотя оружие в руках держали и тыщ тыщ тыщ лёжа с ним говорили. А ещё лопатами лесной пожар тушили.
",0.0
"Лол. Ни одним аргументом, кроме веры в святой Капитал не разродился, но заблуждения конечно у меня ... вы предлагает фашизм Ну и конечно куда совкофилам без выдумок. Слив засчитан.
",1.0
"Реально , есть в этом смысл или опять таки только если есть доля авантюризма?)
",0.0
"А вы не переиначивайте мою мысль. Либерда вонючая, БОТ.
",1.0
"ну заработать хорошо можно. просто если бизнес делать сухо, особенно клиентский сервис, то получился лажа.
",0.0
"Я тоже рад за ваше хлебало, Наташенька...
",1.0
"Я вот не то чтобы топлю за рен тв и прочее. Старался объективно изучать все исследования на эту тему лет 5. Как ни крути там помимо технологических фокусов, есть масса довольно любопытных, тупо логических проблем, которые ну вот никак не бьются ни с одной из современных теорий. Почему то иногда хочется чтобы в самых ебенях Перуанских гор, или на глубине 800 метров под пирамидами откопали таки, одно неразграбленное захоронение , и там реально оказался скафандр и лазер. Посмотреть на реакцию всех этих пилильщиков вручную .
",0.0
"Так этим пидорам толерантным и надо. За что боролись на то и напоролись.
",1.0
"это потому что спрос превышает предложение. Вот односторонней связи достаточно уже, поэтому и не столь дорого.
",0.0
"Вольнов же быдлан обычный, о чем с ним говорить?
",1.0
"что делать? - свети-ться -ться -ться -ться -ться -ться!!!!!! достали грамотеи.
",0.0
"Пиздеж, на флешке тубик видно, а вот кровохарканье от других болезней может быть
",1.0
"А разве при передаче через Ватсап качество теряется?
",0.0
"Начальник ЦИПсО! Этого первохрюкана замените! Порвался.
",1.0
"Ульяновск, в хорошем пабе, 0.3 Гиннеса 300рублей Недавно был в пивном пабе, там цена за 0.2 начиналась от 150, 0.4 от 240 за 240 рублей я купил 0.4 пиво московской пивоварни. А если брать немецкое или американское, то от 350 за 0.4
",0.0
"Когда доктор стал женщиной, резко ухудшилось качество сериала. Звоночки как бы были еще когда у доктора спутница была черная лезбиянка. В 11 же сезоне прямо видно как они облизывают все эти меньшинства. Так и не досмотрел. Обидно, хороший сериал был.
",0.0
"что за ноунейм ну постоянно надрачивая на хохлокарлика сложно посмотреть остальной интернет, хех",1.0
"Вас, извините, юрлицо совокупляло? Тут кагбэ про это. А вообще с алиментами пристава лучше работают
",0.0
"Колян никак не созреет, а созреет, так мамка заругает
",1.0
"Махоун это не до блогер, потлатый говнарь из какой то дыры, типа латвии или эстонии, несет полную хуйню в своих высерах.
",1.0
"Как говорил наш преподаватель, работающий несколько лет в прошлом начальником ОСК: Самые богатые люди на ОС - это работники в здании решеток. Всегда есть чем поживиться . Один раз выловили целый миллион рублей. Миллион сливали в канализацию в течении месяца.
",0.0
"Ещё раз повторюсь: я не его фанат и вообще не удивился бы, если бы его лишили прав за такое вождение. Но подозрительно, что он начал снимать видео про коррупцию в ГИБДД и сразу нашелся зек, который дал на него показания по делу 7летней (насколько я помню) давности. Я ничего не утверждаю, может он и реально занимался мошенничеством со страховыми, но как-то подозрительно это выглядит, особенно то, что материалы дела не публикуются и по сути пруфов на его виновность нигде нет. Но да, может он и виноват, я свечку не держал, но подозрительно как-то
",0.0
"Мне Вас очень жаль, если для Вас оскорбления - норма.
",0.0
"Самое красивое не показали ( я про горизонт событий.
",0.0
"Вы написали ни о чём, вроде всё правильно, но трактовка настолько расплывчатая что можно сказать отчасти вредна. Помните про водительское удостоверение как было, например как можно полноценно удостовериться что паспорт и записи в нём подлинные.
",0.0
"АСТОЕБЕНИЛА ВСЕМ. ГОНИ ЕЕ НАХУЙ С КАНАЛА. НЕУЖЕЛИ ТАК ТРУДНО ОБАЩАТЬСЯ С ЭТОЙ ТУПОРЫЛОЙ ВНЕ ЮТУБА. ДА ХОТЯ БЫ ХОТЬ ЧТО-ТО КРОМЕ ЭТОЙ ХАЛИ НАЧНИ ВЫКЛАДЫВАТЬ! Реально астоебенило! Видео с этого блядского дня рождения уже МЕСЯЦ тянет! МЕСЯЦ, КАРЛ!
",1.0
"Проигрываю от того как он хуесосит постсовок. Брызжущая слюной русофобия.
",1.0
"с чего вы взяли, что нужно много тратить на питание?
",0.0
"Я их тоже не понимаю. А вот Nine Inch Nails и Marilyn Manson нравятся. Разные вкусы у людей.
",0.0
"Если у вас учёный совет не допускал без WoS, а в других местах допускал - это уже значит, что требования не совсем единые, а зависят от места защиты. А остальные единые требования , это с какими формальностями проходит процесс защиты, по какому ГОСТу должны стоять знаки препинания в списках литературы, и прочее. Конечно, PhD из Оксфорда (который, кстати, не PhD), отличается от какого-нибудь Uni of Crocodile Creek. Ну так и кандидатские из МГУ и Махачкалы тоже, я думаю, отличаются, кроме собственно формального процесса.
",0.0
"Ну деревни в тайге все же есть. Редко встречаются, но есть. А тут к тому же не далеко от города.
",0.0
"Личинка либераста обыкновенная. Пусть на митинге анального пойдет поскачет
",1.0
"вот и я подумал, что надо сворачивать эту кампанию, сколько же народа может клюнуть
",0.0
"ВОЛОДИН ЛАХТА ДОЛБИТ АРЯЯЯЯ Какел, не отвлекайся, твоя задача маневрировать вместе с линией западного барина - каклы на майдане ок, лягушатники в желтых жилетах - пророссийские бандиты.
",1.0
"Дэк вы Татары или Монголы?
",1.0
"Если это так, почему водители фур сами ими не пользуются?
",0.0
"не только с внешки горит, но и с его шутеек уровня чуь ниже петросяна, с ебанутой подачей и необоснованными вставками при монтаже и с того что этот питерский педераст видео раз в 5 лет высирает, хотя у него там целый гомо-отряд на монтаже
",1.0
"Нет не забыл-просто не дошел еще. Первая маркировка-табак 1 марта. Потом Обувь с 1 июля. В декабре автомобильные покрышки, занавески скатерти постельное белье , одежда в т.ч. кожаная(меховая уже под контролем), парфюмерия. Короче кому что нужно закупайте заранее. А про парня с 3 досками-история другая. Он в леруа закупал как ИП в оптовом отделе пиломатериалы для ремонта магазина-ибо так дешевле. Но беда-он не был зарегестрирован в ЕГАИС лес. Поэтому его и прижучили. Ситуация бред-согласен. Покупал бы через кассу как физик-проблем бы не было. К сожалению потерял чем дело кончилось, там еще минимум хотели ввести на оборот лесоматериалов, который бы не попадал под действия ЕГАИС лес
",0.0
"Я им не конкурент. У них свои каналы продаж у меня свои. Мы даже никогда не пересечемся.
",0.0
"Ага. Просто менеджер: К 29 августа 2013 года Сечин довёл свою долю в акционерном капитале компании до 0,0849 , приобретя акций почти на 2 млрд рублей, в том числе и за счёт банковского кредита. Мотивируя увеличение своей доли, Сечин пояснил, что акции Роснефти недооценены, а инвестирование средств в развитие своей компании считает положительной тенденцией для руководства 57 . В марте 2014 года увеличил свою долю до 0,1273 , потратив на приобретение акций более 1 млрд рублей 58 . Вы не знаете что означает владение акциями и другими ценными бумагами?
",0.0
"А на основании чего они будут запрещать демонстрацию объявления? Аллё, Увася, нет закона регулирующего этот момент...
",0.0
"Задание идёт с самого DMG MORI ,на конкурсе world skills такое оформление .Не у нас составляли
",0.0
"На Украине с начала года корью заболели 30 794 человека, из них 11 умерли. Об этом сообщает пресс-служба Минздрав. В период с 28 декабря 2018 года до 14 марта 2019 года корью на Украине заболели 30794 человека - 13 825 взрослых и 16 969 детей. Одиннадцать человек скончались. В течение 11-й недели 2019 года корью заболели 2146 человек 1044 взрослых и 1102 ребенка , говорится в сообщении. Отмечается, что впервые Львовская область потеряла свое лидерство по показателям заболеваемости корью. С 1 февраля уровень заболеваемости в области еженедельно уменьшается в среднем на 10 . В Винницкой области за 11-ю неделю зарегистрировали почти в 2 раза меньше новых случаев кори, чем в предыдущую. Именно в этих двух областях продолжаются спецоперации по повышению уровня охвата прививками и остановлению распространения кори. Ранее Вести разбирались, почему на Украине не победить корь. Кроме того, и. о. главы Минздрава Ульяна Супрун развеяла мифы о кори.
",0.0
"От этого дерьма по телевизору и радио деваться не куда,а вы сюда это пилите ещё до кучи...
",1.0
"Радиатор это собственность жильца, а не общедомовое имущество, претензии к УК здесь ниочем. Если установят, что лопнула батарея в следствии некачественной установки, то надо обращаться с претензией к тем кто установил, но что то мне подсказывает, что делали это шабашники и никаких документов. Если у батареи были проблемы с качеством, что можно установить экспертизой, то надо бороться либо с продавцом, либо с произволителем
",0.0
"Рынок узкий, но всё еще свободный. Если кто-то продает левак и на этом выходит в ноль за четыре года - то тут два варианта - либо левак настолько хорош, что можно одним леваком торговать, либо левак полное говно, но все остальные даже левак не хотят продавать и получают что получают. Не бывает никакой магии (за исключением админресурса, но это о другом), что один демпингует и в ноль выходит за четыре года, а все остальные испытывают проблемы . Работайте лучше и проблем не будет, что тут можно сказать, здоровая конкуренция.
",0.0
"Но ведь крохотусик у любителя хуёв алекса сисяновича пыняльного.
",1.0
"ну где-то может и стоит, однако же даже за зуб мудрости я меньше отдавал (вырывали не мне, жене) при этом на минуточку дело было ночью в круглосуточной платной больничке, пару лет назад в спб. ЗЫ что именно удалял сам уже точно не помню вроде тройки-четверки (вобщем-то почти все, а дальше крымский мост вся хуйня, это да дороговато вышло но опять же за всё про все где-то в сотку уложился, и да я знаю что это могло стоить в разы больше)
",0.0
"Как там говорят: Да херня! С одной дозы (рюмки, сигаретки) ничего не будет! Мы свою меру знаем. У нас отличная культура потребления (питья и прочее). Захочу - в любой момент брошу!
",0.0
"Это косяк обновления телефона, приложение google duo грузит процессор на 100 , телефон греется и разряжается за считаные часы. Проходили, знаем. Лечится просто, во первых нужно запретить автообновление приложений в плей маркете в настройках (обновлять будете ручками по надобности). Во вторых настройки - все приложения - duo - удалить обновление. И вы восхитительны.
",0.0
"Ещё одна уродливая чурка. В крематорий.
",1.0
"неи я тебе не сяду на лицо.шебм
",1.0
"Там, где я был тогда, был только военный госпиталь и никаких томографов там не было - только рентген с контрастом. В общем приятного мало..
",0.0
"КОНЧ, долбаёб. Их словечко. Соси хуй, я ебал твою мать.
",1.0
"Из белых мужиков мы имеем жирного свина, калеку крыса, гея солдата, карлика торба, престарелого рейна без глаза и маккри без руки. Сколько калек, геев, стариков, жирдяев среди негров, азиатов и т.д.? Только покалеченный гензи?
",1.0
"Какие же ебала проплаченные. Ебанная лахта
",1.0
"Так нужно было сказать что-то вроде эти 4 в этом году частично сожрутся разницей НДС по сравнению с предыдущими годами
",0.0
"Только если это Испанка, да и то есть шанс, а так нормальный иммунитет справится
",0.0
"Ебать тебя разносит, шизик.
",1.0
"Слухи о том, что у российского президента есть двойники, которые появляются вместо него на различных общественных мероприятиях, ходят уже давно. Как выяснилось теорию о существовании путинских клонов поддерживает и один из первых главарей ДНР террорист Игорь Гиркин. Об этом он рассказал на одной из пресс-конференций в России, где ему задали весьма своеобразный вопрос. Боевику, сбежавшему в РФ, предложили поставить точку в предложении Путина казнить нельзя помиловать . Соответствующий фрагмент пресс-конференции показали в эфире канала Sobinews во время интервью с украинским журналистом Романом Цимбалюком. А какого из них? Их сейчас показывают, как минимум, троих. Сто процентов уверен, Путина будет свергать не народная революция Путина будет свергать его собственное окружение , заявил террорист Гиркин. О двойниках Путина рассказала известный астропсихолог Валентина Виттрок. Она отметила, что факт наличия клонов Путина очевиден и пояснила, что внешне они отличаются не только от оригинала, но и друг от друга. Скажем, по рукам у одного из двойников бурята по национальности пальцы толстые, как сардельки Присмотритесь к расположению и форме морщин, мочкам ушей, которые у всех людей разные, как отпечатки пальцев , рассказывает эксперт. Напомним, новый двойник Путина ошарашил волосатым внешним видом.
",0.0
"не может он нихуя выстрелить меньше читай поехавших на ТБ и вообще ты слишком дохуя из себя умного корчишь - тебе сказали БРОСАЙ БЛЯТЬ
",1.0
"если вспомнить, что у русских фамилии хохлов, то все сходится
",1.0
"Ладно хорош рофлить. Вот те Гоблин номер 2 про таких как ты)
",1.0
"Ну слава тебе господи я не одна такая в Минске, кому попадаются таксисты неадекваты. Случай первый-Водитель предложил перейти на другую сторону проспекта, потому что ему не удобно разворачиваться и вообще бензин прожигать . Случай второй - Водитель приехал с другом, сказал что всегда работают вдвоём. От поездки отказалась, с точки зрения безопастности. В третий раз, по мнению водителя я слишком долго шла, пошло платное ожидание, его это не устроило. Требовал отменить заказ. Я Предложила отменить самостоятельно. Он просто заблокировал двери, проехал 30 метров и сидел в машине смотрел на меня. Я отменила, вызвала другое такси, написала жалобу. Когда убер был европейский такой х ни не было. Ни одной жалобы, ни одной отменённой поездки. Может это проклятие яндекса - все через одно место?
",1.0
"ОСТОРОЖНО ПЕТУШАРИЙ! ОСТОРОЖНО ПЕТУШАРИЙ! ОСТОРОЖНО ПЕТУШАРИЙ!
",1.0
"Ушел от бабушки голодный. Пока шел, она позвонила, сказала: тебе все равно никто не поверит! - и повесила трубку.
",1.0
"Ну не прямо сразу же ватан бросился к своему кредитному ноутпуку. Пришёл после 18:00, хрючева въебал, туда-сюда, уже 2 часа прошло. 20:00 - время Ворл оф танкс, 2-3 часа танкист там провёл. Бац, уже 23:00 - время бороться с либирахами и хохлами. Проверил новости, зашёл на пикабу, glav.su, cont.ws, ну либерахи, держитесь... Патриот заходит в news
",1.0
"идея хорошая, но никто так делать не будет хохлы
",1.0
"Скажите участковому, он её застрелит.
",1.0
"Взял серый s8 за 28к этим летом, всё отлично работает Сейчас его там за 25 отдают, так что варианты всегда есть)
",0.0
"И действительно какая разница леваку какое происхождение капитала, если он все равно будет его отнимать и делить?. Гопника в подворотне тоже не интересует происхождение мобилки в руках лоха - честно он на нее заработал или насосал. А все почему? Потому что ва красножопой эсхатологии любой капитал преступен и поэтому вопрос о его происхождении для коммипетуха лишен смысла.",1.0
"Человек, который не только в игрушки играет и в вк музычку слушает , никогда не появится вирус, даже при отсутствии антивируса, как самого антивируса, а если появится - это моментально устранится.
",0.0
"Аналогичная ситуация. Мне даже клялись) И как, нормально все перенесла или осадочек на будущее остался?
",0.0
"Брачный договор в России имеет очень малое распространение ,а завещание не имеет никакого отношение к той половине имущества которую должен унаследовать супруг(а) и которая является половиной совместно нажитого имущества.
",0.0
"Если говорит, значит пиздит Это про хохлов сказано. Учи мемы маня
",1.0
"В московском регионе пользовался Йотой и не мог нарадоваться(как я слышал мощности одни и те же что и у Мегафона), а вот от обладателей Билайна очень часто слышал негативные отзывы, за редким исключением(есть места где Билайн реально лучше всех ловит, но таких мест мало на общем фоне).
",0.0
"Я между проектами кроме текучки и накопившегося и на курсере успеваю учиться, и книжку читать и даже сериал глянуть. А вот во время проекта можно 4 недели из офиса домой ночевать приходить.
",0.0
"До тех пор, пока не напишет коментарий, и тогда станет 501!",0.0
"Это всё хорошо и красиво. А не может ли суд ошибаться? Случайно, или намеренно?
",0.0
"Я тебя прекрасно понимаю, но, повторюсь все упирается в бабки. Капитальные затраты для заказчика в 90 случаев гораздо важнее эксплуатационных. Потому что эксплуатационные расходы решаются просто - система вентиляции нахрен вырубается, и экономится: машиноресурс, электроэнергия, тепловая энергия, холодильная энергия в чумовом масштабе. А проветривание помещений осуществляется через санузлы и открытые окна. Это реальные примеры из жизни. У меня заказчик шел на то, чтобы выкинуть из проекта ОЗК (и поиметь проблем с пожаркой и вообще сгореть нахрен) потому что под них нужни ИБП и шкаф автоматики, а это дорого. Самая энергосберегающая технология у нас - ничего не предусматривать, потому, что дорого. И это действительно дорого, с неочевидным отбитием по деньгам в перспективе. Пока у нас энерго- и людские ресурсы будут стоить копейки - никаких энергоэффективных технологий мы не увидим в широком распространении.
",0.0
